NCBI_Gene_ID	Approved_Symbol
105375262	LOC105375262
105375264	LOC105375264
105375266	LOC105375266
105375267	LOC105375267
105375268	LOC105375268
105375270	LOC105375270
105375271	LOC105375271
105375272	LOC105375272
105375273	LINC02838
105375277	LOC105375277
105375278	LOC105375278
105375282	LOC105375282
105375283	GS1-278J22.2
105375284	LOC105375284
105375287	VOPP1-DT
105375288	LOC105375288
105375289	LOC105375289
105375291	LOC105375291
105375292	LOC105375292
105375294	LOC105375294
105375295	LOC105375295
105375297	LOC105375297
105375298	LOC105375298
105375299	LOC105375299
105375300	LOC105375300
105375301	LOC105375301
105375302	LOC105375302
105375303	LOC105375303
105375304	SNX10-AS1
105375310	LOC105375310
105375311	LOC105375311
105375313	LOC105375313
105375314	LOC105375314
105375315	LOC105375315
105375317	LOC105375317
105375318	LOC105375318
105375319	LOC105375319
105375321	LOC105375321
105375322	LOC105375322
105375323	LOC105375323
105375324	LOC105375324
105375326	LOC105375326
105375329	LOC105375329
105375330	LOC105375330
105375334	LOC105375334
105375336	LOC105375336
105375337	LOC105375337
105375340	LOC105375340
105375341	LOC105375341
105375342	LOC105375342
105375343	LOC105375343
105375344	LOC105375344
105375345	LOC105375345
105375346	LOC105375346
105375347	LOC105375347
105375350	LOC105375350
105375352	LOC105375352
105375358	LOC105375358
105375359	LOC105375359
105375363	LOC105375363
105375366	LOC105375366
105375368	DDX3ILA1
105375369	LOC105375369
105375370	LOC105375370
105375371	LOC105375371
105375372	LOC105375372
105375373	LOC105375373
105375376	LOC105375376
105375377	LOC105375377
105375378	LOC105375378
105375380	LINC00972
105375382	GRM3-AS1
105375384	LOC105375384
105375386	LOC105375386
105375387	LOC105375387
105375392	LINC02932
105375396	TMBIM7P
105375397	LOC105375397
105375400	LOC105375400
105375401	TFPI2-DT
105375402	LOC105375402
105375404	LOC105375404
105375405	PPP1R9A-AS1
105375409	LOC105375409
105375410	LOC105375410
105375411	LOC105375411
105375412	LOC105375412
105375414	LOC105375414
105375416	LOC105375416
105375418	LOC105375418
105375419	LOC105375419
105375421	LOC105375421
105375422	LOC105375422
105375423	LOC105375423
105375426	LOC105375426
105375429	LOC105375429
105375430	SLC12A9-AS1
105375431	LOC105375431
105375433	LOC105375433
105375434	LOC105375434
105375435	LOC105375435
105375440	LOC105375440
105375441	PRKAR2B-AS1
105375444	LOC105375444
105375445	LOC105375445
105375446	LOC105375446
105375448	LOC105375448
105375450	LOC105375450
105375451	LOC105375451
105375452	LOC105375452
105375456	LOC105375456
105375457	LOC105375457
105375461	LOC105375461
105375462	LOC105375462
105375463	LOC105375463
105375465	LOC105375465
105375466	LOC105375466
105375467	LOC105375467
105375468	LOC105375468
105375469	LOC105375469
105375470	LOC105375470
105375471	LOC105375471
105375472	LOC105375472
105375473	LOC105375473
105375475	LINC02476
105375477	LOC105375477
105375478	LOC105375478
105375481	LOC105375481
105375482	LOC105375482
105375483	LOC105375483
105375484	LOC105375484
105375486	LINC02830
105375487	LOC105375487
105375488	LOC105375488
105375489	LOC105375489
105375490	LOC105375490
105375493	LOC105375493
105375497	LOC105375497
105375500	LOC105375500
105375501	LOC105375501
105375503	LOC105375503
105375504	LOC105375504
105375505	LOC105375505
105375508	LOC105375508
105375509	LOC105375509
105375511	LOC105375511
105375512	LOC105375512
105375514	LOC105375514
105375517	LOC105375517
105375518	LOC105375518
105375519	LINC03060
105375520	LOC105375520
105375521	LOC105375521
105375522	LOC105375522
105375523	LOC105375523
105375524	LOC105375524
105375525	LOC105375525
105375527	LOC105375527
105375530	LOC105375530
105375532	LOC105375532
105375534	LOC105375534
105375535	LOC105375535
105375536	LOC105375536
105375537	LOC105375537
105375538	AGK-DT
105375539	LOC105375539
105375541	LOC105375541
105375542	LOC105375542
105375544	LOC105375544
105375545	TMEM139-AS1
105375546	LOC105375546
105375547	LOC105375547
105375548	LOC105375548
105375549	LOC105375549
105375552	LOC105375552
105375553	LOC105375553
105375554	LOC105375554
105375556	LOC105375556
105375557	LOC105375557
105375559	LOC105375559
105375563	REPIN1-AS1
105375564	ZNF775-AS1
105375566	LOC105375566
105375567	LOC105375567
105375570	LOC105375570
105375571	LOC105375571
105375577	LOC105375577
105375578	LOC105375578
105375579	LOC105375579
105375580	LOC105375580
105375581	LOC105375581
105375582	LOC105375582
105375584	LOC105375584
105375587	LOC105375587
105375588	LOC105375588
105375589	LOC105375589
105375591	INSIG1-DT
105375592	LOC105375592
105375593	LOC105375593
105375594	LOC105375594
105375597	LOC105375597
105375599	LOC105375599
105375601	LOC105375601
105375602	LOC105375602
105375603	LOC105375603
105375604	LOC105375604
105375605	LOC105375605
105375606	MNX1-AS2
105375607	LOC105375607
105375610	LOC105375610
105375613	LOC105375613
105375614	LOC105375614
105375615	LOC105375615
105375616	LINC01022
105375622	LINC02849
105375623	LOC105375623
105375624	WWP1-AS1
105375626	LOC105375626
105375628	LOC105375628
105375629	LOC105375629
105375630	LOC105375630
105375631	LOC105375631
105375633	LOC105375633
105375634	LOC105375634
105375635	LOC105375635
105375637	LOC105375637
105375638	LOC105375638
105375639	LOC105375639
105375641	LOC105375641
105375642	LOC105375642
105375643	LOC105375643
105375644	LOC105375644
105375645	RBM12B-DT
105375647	LOC105375647
105375648	LOC105375648
105375650	MIR3150BHG
105375652	LOC105375652
105375653	LOC105375653
105375655	LOC105375655
105375657	LOC105375657
105375659	LOC105375659
105375660	NIPAL2-AS1
105375666	VPS13B-DT
105375669	LOC105375669
105375670	LOC105375670
105375671	LOC105375671
105375672	LOC105375672
105375674	LINC03044
105375675	LINC03090
105375676	LOC105375676
105375679	LINC02844
105375680	LINC02845
105375683	LOC105375683
105375684	LOC105375684
105375685	LOC105375685
105375686	LOC105375686
105375688	LOC105375688
105375689	LOC105375689
105375690	LOC105375690
105375691	LOC105375691
105375692	LOC105375692
105375693	LOC105375693
105375694	LOC105375694
105375696	LOC105375696
105375700	OXR1-AS1
105375701	LOC105375701
105375703	LOC105375703
105375704	LOC105375704
105375705	LOC105375705
105375706	LINC02237
105375707	LOC105375707
105375709	LOC105375709
105375710	LOC105375710
105375711	LOC105375711
105375712	LOC105375712
105375713	LOC105375713
105375715	LOC105375715
105375716	LOC105375716
105375717	LOC105375717
105375719	LOC105375719
105375721	LOC105375721
105375723	LOC105375723
105375724	LOC105375724
105375725	LOC105375725
105375726	MAL2-AS1
105375727	LOC105375727
105375728	LOC105375728
105375730	LOC105375730
105375731	LOC105375731
105375732	LINC02855
105375733	LOC105375733
105375738	LOC105375738
105375739	LOC105375739
105375740	LOC105375740
105375741	LOC105375741
105375742	LOC105375742
105375743	LOC105375743
105375744	SQLE-DT
105375746	LINC02964
105375747	LOC105375747
105375750	LOC105375750
105375751	LOC105375751
105375753	LOC105375753
105375754	LOC105375754
105375758	LOC105375758
105375759	LOC105375759
105375760	LOC105375760
105375761	LOC105375761
105375762	LOC105375762
105375763	LOC105375763
105375765	LOC105375765
105375767	LOC105375767
105375768	LOC105375768
105375769	LOC105375769
105375771	LOC105375771
105375772	LOC105375772
105375773	LINC03024
105375775	LOC105375775
105375776	LOC105375776
105375779	LOC105375779
105375781	LOC105375781
105375782	LOC105375782
105375783	LOC105375783
105375784	LOC105375784
105375785	LOC105375785
105375787	SLC45A4-AS1
105375789	LOC105375789
105375790	ASTILCS
105375791	LOC105375791
105375792	LOC105375792
105375794	LOC105375794
105375795	LY6S
105375798	LOC105375798
105375799	LOC105375799
105375800	LOC105375800
105375805	LOC105375805
105375809	LOC105375809
105375811	LOC105375811
105375812	LOC105375812
105375813	LOC105375813
105375814	LOC105375814
105375815	LOC105375815
105375816	LOC105375816
105375817	LOC105375817
105375818	LOC105375818
105375819	UBE2V2-AS1
105375820	LOC105375820
105375821	LOC105375821
105375822	LINC02947
105375823	LINC02847
105375825	LOC105375825
105375826	LOC105375826
105375828	LOC105375828
105375829	LOC105375829
105375830	LOC105375830
105375831	LOC105375831
105375833	LOC105375833
105375835	LOC105375835
105375836	LOC105375836
105375840	LOC105375840
105375841	LOC105375841
105375842	LOC105375842
105375843	XKR4-AS1
105375844	LOC105375844
105375845	LOC105375845
105375846	LOC105375846
105375847	CERNA3
105375849	LOC105375849
105375850	LOC105375850
105375851	LOC105375851
105375852	LOC105375852
105375855	LOC105375855
105375856	LOC105375856
105375858	LOC105375858
105375859	LOC105375859
105375860	LOC105375860
105375861	LOC105375861
105375863	LOC105375863
105375864	LOC105375864
105375870	LOC105375870
105375871	LOC105375871
105375873	LOC105375873
105375874	LOC105375874
105375875	LOC105375875
105375876	LOC105375876
105375877	LOC105375877
105375878	LOC105375878
105375879	LOC105375879
105375880	LOC105375880
105375881	LOC105375881
105375883	LOC105375883
105375884	LOC105375884
105375885	LOC105375885
105375886	LOC105375886
105375888	LOC105375888
105375889	LOC105375889
105375890	LOC105375890
105375892	LOC105375892
105375894	LOC105375894
105375897	LOC105375897
105375899	LOC105375899
105375901	LOC105375901
105375903	LOC105375903
105375904	LINC03071
105375905	LOC105375905
105375906	LOC105375906
105375909	LOC105375909
105375911	LOC105375911
105375912	LOC105375912
105375913	LOC105375913
105375914	MITA1
105375915	LOC105375915
105375916	LOC105375916
105375918	LOC105375918
105375919	LOC105375919
105375920	LOC105375920
105375921	LOC105375921
105375922	LOC105375922
105375924	LOC105375924
105375925	LOC105375925
105375926	LOC105375926
105375929	LINC02839
105375930	LOC105375930
105375931	LOC105375931
105375932	LOC105375932
105375933	LOC105375933
105375936	LOC105375936
105375937	LOC105375937
105375938	LOC105375938
105375942	LOC105375942
105375943	LOC105375943
105375945	LOC105375945
105375947	LOC105375947
105375949	LOC105375949
105375951	LOC105375951
105375952	LOC105375952
105375955	LOC105375955
105375956	LOC105375956
105375957	LOC105375957
105375959	LOC105375959
105375962	LOC105375962
105375964	LOC105375964
105375968	LINC02851
105375969	LOC105375969
105375970	LOC105375970
105375971	LOC105375971
105375972	LOC105375972
105375974	LOC105375974
105375975	LOC105375975
105375976	LOC105375976
105375977	LOC105375977
105375979	LOC105375979
105375980	LOC105375980
105375983	LOC105375983
105375985	LOC105375985
105375987	LOC105375987
105375988	LOC105375988
105375989	LOC105375989
105375990	LOC105375990
105375992	LOC105375992
105375993	LOC105375993
105375994	LOC105375994
105375996	LOC105375996
105375997	LOC105375997
105375999	LOC105375999
105376000	LOC105376000
105376002	LOC105376002
105376003	LOC105376003
105376004	LOC105376004
105376005	LOC105376005
105376009	LOC105376009
105376010	LOC105376010
105376011	LOC105376011
105376013	LOC105376013
105376015	LOC105376015
105376016	LOC105376016
105376017	LOC105376017
105376018	LOC105376018
105376020	LOC105376020
105376023	LOC105376023
105376025	LOC105376025
105376026	LOC105376026
105376030	LOC105376030
105376031	LOC105376031
105376032	LOC105376032
105376033	LOC105376033
105376034	LOC105376034
105376035	LOC105376035
105376036	LINC01627
105376037	LOC105376037
105376039	LOC105376039
105376040	LOC105376040
105376041	LOC105376041
105376042	LOC105376042
105376043	LOC105376043
105376044	LOC105376044
105376045	LOC105376045
105376050	LOC105376050
105376057	LOC105376057
105376058	LOC105376058
105376060	LOC105376060
105376063	LOC105376063
105376064	FAM242F
105376065	LOC105376065
105376067	LOC105376067
105376070	LOC105376070
105376071	LOC105376071
105376072	TMEM252-DT
105376076	LOC105376076
105376078	LOC105376078
105376079	LOC105376079
105376080	LOC105376080
105376081	LOC105376081
105376082	LOC105376082
105376083	LOC105376083
105376084	LOC105376084
105376085	LOC105376085
105376086	LOC105376086
105376087	LOC105376087
105376088	LOC105376088
105376090	LOC105376090
105376091	LOC105376091
105376093	LOC105376093
105376095	LOC105376095
105376096	LOC105376096
105376097	LOC105376097
105376099	LOC105376099
105376100	LOC105376100
105376101	LOC105376101
105376103	LOC105376103
105376105	LOC105376105
105376106	LOC105376106
105376107	LOC105376107
105376110	LOC105376110
105376114	UBQLN1-AS1
105376116	SLC28A3-AS1
105376118	LOC105376118
105376119	LOC105376119
105376121	LOC105376121
105376123	LOC105376123
105376124	LINC02834
105376126	LOC105376126
105376127	LOC105376127
105376131	LOC105376131
105376134	LOC105376134
105376135	LOC105376135
105376136	LOC105376136
105376137	LOC105376137
105376139	LOC105376139
105376140	LOC105376140
105376142	LOC105376142
105376143	LOC105376143
105376144	LINC02957
105376146	LOC105376146
105376148	LOC105376148
105376154	LOC105376154
105376155	LOC105376155
105376156	LOC105376156
105376157	LOC105376157
105376158	LOC105376158
105376159	LOC105376159
105376161	LOC105376161
105376162	HSD17B3-AS1
105376163	LOC105376163
105376166	LOC105376166
105376168	LOC105376168
105376174	LOC105376174
105376176	LOC105376176
105376177	LOC105376177
105376179	LOC105376179
105376180	LOC105376180
105376181	LOC105376181
105376182	LOC105376182
105376183	LOC105376183
105376184	LOC105376184
105376186	LOC105376186
105376187	LOC105376187
105376188	LOC105376188
105376190	LOC105376190
105376191	LOC105376191
105376192	LOC105376192
105376193	LOC105376193
105376194	LOC105376194
105376195	LOC105376195
105376196	LOC105376196
105376197	LOC105376197
105376199	FKTN-AS1
105376204	LOC105376204
105376205	LOC105376205
105376206	LOC105376206
105376207	LOC105376207
105376208	LOC105376208
105376209	LOC105376209
105376212	LOC105376212
105376213	LOC105376213
105376214	LOC105376214
105376216	LOC105376216
105376217	LOC105376217
105376218	LOC105376218
105376219	LOC105376219
105376220	LINC02977
105376222	LOC105376222
105376223	LOC105376223
105376224	LOC105376224
105376225	LOC105376225
105376229	LOC105376229
105376230	TEX53
105376231	LOC105376231
105376232	LOC105376232
105376233	LOC105376233
105376234	LOC105376234
105376235	LOC105376235
105376236	LOC105376236
105376237	LOC105376237
105376238	LOC105376238
105376239	LOC105376239
105376240	LOC105376240
105376242	LOC105376242
105376243	LOC105376243
105376244	LOC105376244
105376246	LOC105376246
105376247	LOC105376247
105376248	LOC105376248
105376249	LOC105376249
105376250	LOC105376250
105376253	LOC105376253
105376257	LOC105376257
105376265	LOC105376265
105376266	LOC105376266
105376267	LOC105376267
105376270	LOC105376270
105376271	LOC105376271
105376272	LOC105376272
105376273	LOC105376273
105376274	LOC105376274
105376275	LOC105376275
105376276	LOC105376276
105376277	LMX1B-DT
105376278	LOC105376278
105376279	LOC105376279
105376281	LOC105376281
105376286	LOC105376286
105376289	LOC105376289
105376290	IER5L-AS1
105376291	LOC105376291
105376292	LOC105376292
105376297	FIBCD1-AS1
105376299	LOC105376299
105376300	LOC105376300
105376301	LOC105376301
105376302	LOC105376302
105376304	LOC105376304
105376306	LOC105376306
105376310	LINC02247
105376311	LOC105376311
105376313	LOC105376313
105376314	LOC105376314
105376316	LOC105376316
105376317	LOC105376317
105376318	LOC105376318
105376323	LINC02846
105376325	LOC105376325
105376326	LOC105376326
105376327	LOC105376327
105376328	LOC105376328
105376331	CACNA1B-AS1
105376332	LOC105376332
105376333	LOC105376333
105376334	LOC105376334
105376335	LOC105376335
105376342	LOC105376342
105376344	LOC105376344
105376345	LOC105376345
105376346	LOC105376346
105376348	LINC02662
105376349	LOC105376349
105376350	LOC105376350
105376351	LINC02645
105376352	LOC105376352
105376353	LOC105376353
105376354	LINC02668
105376356	LOC105376356
105376357	LOC105376357
105376358	LOC105376358
105376360	LOC105376360
105376361	LOC105376361
105376363	LOC105376363
105376364	LOC105376364
105376365	LINC02639
105376367	LOC105376367
105376368	LOC105376368
105376369	LOC105376369
105376370	LOC105376370
105376371	LOC105376371
105376372	LOC105376372
105376373	LOC105376373
105376374	LOC105376374
105376375	LOC105376375
105376380	LOC105376380
105376381	LOC105376381
105376382	LASTR
105376383	LINC02678
105376384	LOC105376384
105376386	LINC02665
105376387	LOC105376387
105376388	LINC02642
105376390	LOC105376390
105376391	LOC105376391
105376392	LOC105376392
105376394	LOC105376394
105376395	LOC105376395
105376396	LOC105376396
105376397	LOC105376397
105376398	LOC105376398
105376399	LOC105376399
105376400	LOC105376400
105376402	LINC02663
105376403	LOC105376403
105376409	LOC105376409
105376410	LOC105376410
105376411	LOC105376411
105376412	LOC105376412
105376413	LOC105376413
105376415	LOC105376415
105376416	LOC105376416
105376418	LOC105376418
105376419	LOC105376419
105376420	LOC105376420
105376421	BEND7-DT
105376422	LOC105376422
105376425	LOC105376425
105376426	LOC105376426
105376429	LOC105376429
105376431	LOC105376431
105376432	DCLRE1CP1
105376433	LOC105376433
105376434	LOC105376434
105376435	LOC105376435
105376436	LOC105376436
105376437	LOC105376437
105376440	LOC105376440
105376441	LOC105376441
105376442	LOC105376442
105376444	LINC02643
105376445	LOC105376445
105376447	LOC105376447
105376449	LOC105376449
105376450	LOC105376450
105376451	LOC105376451
105376453	C10orf67-AS1
105376454	LOC105376454
105376455	LOC105376455
105376456	LOC105376456
105376460	LOC105376460
105376461	LOC105376461
105376462	SELENOOLP
105376463	LINC02680
105376466	MPP7-DT
105376468	LINC02652
105376470	LOC105376470
105376472	LOC105376472
105376473	LOC105376473
105376474	LOC105376474
105376475	LOC105376475
105376476	LOC105376476
105376477	LOC105376477
105376478	LOC105376478
105376479	LOC105376479
105376480	LINC02644
105376481	LOC105376481
105376482	LOC105376482
105376483	LOC105376483
105376484	LOC105376484
105376485	LOC105376485
105376489	LOC105376489
105376490	LINC02628
105376491	LINC02635
105376493	LINC02634
105376494	LOC105376494
105376495	LINC02630
105376496	LOC105376496
105376497	LOC105376497
105376498	LOC105376498
105376499	ZNF25-DT
105376500	LOC105376500
105376505	LOC105376505
105376506	LOC105376506
105376509	LOC105376509
105376513	LINC02689
105376517	LOC105376517
105376520	LOC105376520
105376526	LOC105376526
105376527	STIM1-AS1
105376528	LOC105376528
105376533	LOC105376533
105376535	LOC105376535
105376536	LOC105376536
105376541	NRIP3-DT
105376542	LOC105376542
105376544	ADM-DT
105376548	LOC105376548
105376550	LINC02752
105376553	LOC105376553
105376554	LINC02547
105376556	LOC105376556
105376557	RASSF10-DT
105376558	LOC105376558
105376561	LINC02545
105376562	LINC02548
105376567	LOC105376567
105376568	LOC105376568
105376569	LINC02751
105376570	LINC02682
105376571	LOC105376571
105376572	LOC105376572
105376576	LOC105376576
105376577	LOC105376577
105376578	LOC105376578
105376580	CSRP3-AS1
105376583	LOC105376583
105376584	LOC105376584
105376585	LOC105376585
105376587	LOC105376587
105376588	LOC105376588
105376592	LINC02718
105376593	LINC02726
105376594	LINC02686
105376595	LOC105376595
105376596	LINC02699
105376598	LOC105376598
105376599	ANO3-AS1
105376600	LOC105376600
105376601	LOC105376601
105376602	LINC02758
105376603	LINC02742
105376604	LOC105376604
105376605	LINC02755
105376606	LINC02546
105376607	ARL14EP-DT
105376609	MPPED2-AS1
105376611	LOC105376611
105376613	LOC105376613
105376615	LOC105376615
105376617	LOC105376617
105376619	LINC02722
105376620	LINC02721
105376621	LOC105376621
105376622	LOC105376622
105376623	LINC02707
105376624	LOC105376624
105376625	LOC105376625
105376626	LOC105376626
105376627	LOC105376627
105376631	LOC105376631
105376632	LOC105376632
105376633	LINC02760
105376634	LOC105376634
105376635	LOC105376635
105376636	LOC105376636
105376637	LOC105376637
105376639	LOC105376639
105376640	LINC02741
105376641	LOC105376641
105376642	LOC105376642
105376644	LOC105376644
105376645	LOC105376645
105376646	LOC105376646
105376647	LINC02704
105376649	LOC105376649
105376650	LOC105376650
105376652	LOC105376652
105376654	LOC105376654
105376655	LOC105376655
105376656	LOC105376656
105376658	LINC02690
105376661	LOC105376661
105376662	LINC02710
105376670	LOC105376670
105376671	LGR4-AS1
105376672	LINC01345
105376673	LINC02780
105376674	LOC105376674
105376675	LOC105376675
105376679	LINC01646
105376680	LINC02781
105376681	LINC02782
105376682	LOC105376682
105376686	LOC105376686
105376689	LOC105376689
105376691	LOC105376691
105376695	LOC105376695
105376698	LOC105376698
105376704	LOC105376704
105376709	LOC105376709
105376710	LOC105376710
105376712	LOC105376712
105376713	LOC105376713
105376714	SLC30A4-AS1
105376717	LOC105376717
105376718	LOC105376718
105376722	LOC105376722
105376724	LOC105376724
105376730	LOC105376730
105376731	LOC105376731
105376733	LOC105376733
105376735	LOC105376735
105376736	EXOSC10-AS1
105376737	LOC105376737
105376739	LOC105376739
105376740	LOC105376740
105376744	LINC02766
105376745	LINC01784
105376748	NEMP2-DT
105376751	LOC105376751
105376752	NPIPA9
105376755	LOC105376755
105376756	LOC105376756
105376759	LOC105376759
105376762	KAZN-AS1
105376767	LOC105376767
105376772	LOC105376772
105376774	LOC105376774
105376775	LOC105376775
105376778	LOC105376778
105376781	LOC105376781
105376786	LOC105376786
105376787	LOC105376787
105376789	LOC105376789
105376805	LOC105376805
105376806	LOC105376806
105376808	LOC105376808
105376809	LOC105376809
105376810	LOC105376810
105376812	LOC105376812
105376814	IGSF21-AS1
105376815	LOC105376815
105376817	LOC105376817
105376818	LOC105376818
105376819	LOC105376819
105376823	LOC105376823
105376825	LOC105376825
105376826	LOC105376826
105376827	LINC01757
105376828	LOC105376828
105376829	LOC105376829
105376830	LOC105376830
105376832	LOC105376832
105376834	LINC02596
105376836	LOC105376836
105376839	LOC105376839
105376843	SNHG25
105376844	LOC105376844
105376845	LOC105376845
105376850	LOC105376850
105376854	LINC01925
105376856	LOC105376856
105376859	LOC105376859
105376860	LOC105376860
105376861	LOC105376861
105376863	LOC105376863
105376864	LOC105376864
105376871	GRHL3-AS1
105376872	LOC105376872
105376873	LOC105376873
105376874	LOC105376874
105376876	LOC105376876
105376878	RUNX3-AS1
105376879	LINC02793
105376882	LOC105376882
105376885	LOC105376885
105376888	LOC105376888
105376890	WDTC1-DT
105376892	LOC105376892
105376899	LOC105376899
105376910	LOC105376910
105376912	LOC105376912
105376914	LOC105376914
105376917	LOC105376917
105376921	LOC105376921
105376922	LOC105376922
105376923	LOC105376923
105376924	LOC105376924
105376926	LOC105376926
105376933	LOC105376933
105376936	LOC105376936
105376938	LOC105376938
105376939	LOC105376939
105376940	LOC105376940
105376941	LOC105376941
105376942	LOC105376942
105376943	LOC105376943
105376944	LOC105376944
105376945	LOC105376945
105376946	GRM7-AS2
105376949	LOC105376949
105376950	LOC105376950
105376951	LOC105376951
105376955	LINC02022
105376956	LOC105376956
105376957	LOC105376957
105376958	LOC105376958
105376959	LOC105376959
105376960	LOC105376960
105376963	LOC105376963
105376972	LOC105376972
105376975	LOC105376975
105376978	LOC105376978
105376981	LOC105376981
105376982	LOC105376982
105376984	LOC105376984
105376985	LOC105376985
105376987	LOC105376987
105376988	LOC105376988
105376989	LOC105376989
105376992	LINC01742
105376993	LOC105376993
105376995	LOC105376995
105376996	LOC105376996
105376997	RARB-AS1
105377000	LOC105377000
105377001	LOC105377001
105377002	LOC105377002
105377003	LRRC3B-AS1
105377005	LOC105377005
105377006	LINC02084
105377007	LINC01980
105377008	LOC105377008
105377009	LOC105377009
105377013	LOC105377013
105377015	LOC105377015
105377018	LOC105377018
105377023	PDCD6IP-DT
105377024	LOC105377024
105377029	LOC105377029
105377030	LOC105377030
105377031	LINC02033
105377033	LOC105377033
105377034	LOC105377034
105377035	LOC105377035
105377037	LOC105377037
105377039	LOC105377039
105377043	LOC105377043
105377045	LOC105377045
105377046	LOC105377046
105377048	LOC105377048
105377051	LOC105377051
105377052	LOC105377052
105377055	LOC105377055
105377056	LOC105377056
105377061	LOC105377061
105377062	LOC105377062
105377063	LOC105377063
105377067	LOC105377067
105377068	LINC02009
105377073	LOC105377073
105377074	LOC105377074
105377082	LOC105377082
105377083	LOC105377083
105377085	LOC105377085
105377087	LOC105377087
105377088	LOC105377088
105377094	LOC105377094
105377095	LOC105377095
105377096	LINC02017
105377098	LINC02030
105377099	LOC105377099
105377100	LOC105377100
105377101	LOC105377101
105377102	LOC105377102
105377103	LOC105377103
105377104	LOC105377104
105377105	FLNB-AS1
105377106	LOC105377106
105377108	FAM3D-AS1
105377109	LOC105377109
105377110	CFAP20DC-DT
105377111	LOC105377111
105377112	LOC105377112
105377113	LOC105377113
105377114	LOC105377114
105377115	LOC105377115
105377119	LOC105377119
105377121	LOC105377121
105377123	LOC105377123
105377124	LOC105377124
105377125	LOC105377125
105377127	LOC105377127
105377128	LOC105377128
105377134	LOC105377134
105377136	LOC105377136
105377137	LINC03039
105377138	LINC01678
105377139	LOC105377139
105377141	LOC105377141
105377142	LOC105377142
105377143	LOC105377143
105377144	LOC105377144
105377146	LOC105377146
105377152	LOC105377152
105377155	LOC105377155
105377156	LOC105377156
105377157	LOC105377157
105377158	LOC105377158
105377159	LOC105377159
105377160	LOC105377160
105377161	LOC105377161
105377162	LOC105377162
105377164	LOC105377164
105377165	LINC02005
105377166	LOC105377166
105377167	LOC105377167
105377168	LOC105377168
105377171	LOC105377171
105377172	LINC02077
105377173	LOC105377173
105377174	LOC105377174
105377175	LINC02050
105377176	LOC105377176
105377177	LOC105377177
105377178	LOC105377178
105377179	LOC105377179
105377180	LINC02008
105377181	LOC105377181
105377182	FAM247C
105377183	LOC105377183
105377186	LOC105377186
105377187	LOC105377187
105377188	LOC105377188
105377192	LINC02025
105377193	LOC105377193
105377196	LOC105377196
105377198	LOC105377198
105377199	MYH9-DT
105377202	LOC105377202
105377203	LOC105377203
105377205	LOC105377205
105377208	LOC105377208
105377209	LOC105377209
105377211	LOC105377211
105377212	LOC105377212
105377213	LOC105377213
105377217	LOC105377217
105377218	LOC105377218
105377219	LOC105377219
105377220	LOC105377220
105377223	LOC105377223
105377224	LOC105377224
105377225	LOC105377225
105377227	LOC105377227
105377229	LOC105377229
105377231	LOC105377231
105377232	LOC105377232
105377234	LOC105377234
105377235	LOC105377235
105377236	LOC105377236
105377237	LOC105377237
105377238	LOC105377238
105377239	LOC105377239
105377240	REREP1Y
105377241	LOC105377241
105377242	LOC105377242
105377243	REREP2Y
105377244	LOC105377244
105377245	LINC02619
105377246	LOC105377246
105377247	LINC02429
105377248	LINC02496
105377249	LINC02271
105377253	LOC105377253
105377254	LOC105377254
105377255	LOC105377255
105377256	LINC02835
105377258	LOC105377258
105377259	LOC105377259
105377260	LOC105377260
105377261	LOC105377261
105377262	LOC105377262
105377265	LOC105377265
105377267	LOC105377267
105377269	LOC105377269
105377270	LOC105377270
105377271	LOC105377271
105377273	LOC105377273
105377275	LOC105377275
105377276	LOC105377276
105377277	LOC105377277
105377278	LOC105377278
105377280	LOC105377280
105377282	LOC105377282
105377283	LINC02562
105377284	LOC105377284
105377285	LOC105377285
105377286	LOC105377286
105377289	SHROOM3-AS1
105377290	LOC105377290
105377291	LOC105377291
105377294	LOC105377294
105377295	LOC105377295
105377296	LOC105377296
105377297	LOC105377297
105377299	LOC105377299
105377300	LOC105377300
105377301	LINC02469
105377302	LOC105377302
105377303	PRDM8-AS1
105377305	LOC105377305
105377306	LOC105377306
105377307	VAMP9P
105377308	LOC105377308
105377310	LOC105377310
105377313	LOC105377313
105377315	LOC105377315
105377319	LOC105377319
105377320	LOC105377320
105377321	SCPPPQ1
105377323	LOC105377323
105377324	LOC105377324
105377326	LOC105377326
105377327	LOC105377327
105377328	LOC105377328
105377329	LOC105377329
105377331	LOC105377331
105377335	UNC5C-AS1
105377338	LINC02267
105377340	LOC105377340
105377342	TSPAN5-DT
105377343	LOC105377343
105377345	LOC105377345
105377347	LOC105377347
105377348	UBE2D3-AS1
105377349	LINC02503
105377350	LOC105377350
105377351	LOC105377351
105377352	LOC105377352
105377355	LINC02173
105377356	LOC105377356
105377358	LOC105377358
105377362	LOC105377362
105377363	LOC105377363
105377364	LOC105377364
105377366	LOC105377366
105377367	LOC105377367
105377369	LOC105377369
105377370	LOC105377370
105377372	NEUROG2-AS1
105377373	ANK2-AS1
105377374	LOC105377374
105377375	LOC105377375
105377376	LOC105377376
105377378	LOC105377378
105377379	LOC105377379
105377380	LOC105377380
105377382	LOC105377382
105377383	LOC105377383
105377384	LOC105377384
105377385	LOC105377385
105377387	LOC105377387
105377388	LOC105377388
105377389	LINC02262
105377390	LINC02263
105377391	LINC02264
105377392	LOC105377392
105377393	LOC105377393
