!Each construct is associated with specific gene accession numbers; the crRNA construct IDs can be used to look up specific guides for a given gene. Contact technical service (technical@horizondiscovery.com) for any questions.
Metadata_JCP2022,Metadata_NCBI_Gene_ID,Metadata_Symbol,Metadata_CatalogNumber
JCP2022_800001,,no-guide,
JCP2022_800002,,non-targeting,
JCP2022_800003,2,A2M,CM-005293-01|CM-005293-02|CM-005293-03|CM-005293-04
JCP2022_800223,115,ADCY9,CM-006802-01|CM-006802-02|CM-006802-03|CM-006802-04
JCP2022_800224,117,ADCYAP1R1,CM-005413-01|CM-005413-02|CM-005413-03|CM-005413-04
JCP2022_800225,118,ADD1,CM-009487-01|CM-009487-02|CM-009487-03|CM-009487-04
JCP2022_800226,79747,ADGB,CM-028612-01|CM-028612-02|CM-028612-03|CM-028612-04
JCP2022_800227,84435,ADGRA1,CM-005539-01|CM-005539-02|CM-005539-03|CM-005539-04
JCP2022_800228,25960,ADGRA2,CM-005540-01|CM-005540-02|CM-005540-03|CM-005540-04
JCP2022_800229,166647,ADGRA3,CM-024221-01|CM-024221-02|CM-024221-03|CM-024221-04
JCP2022_800230,575,ADGRB1,CM-005433-01|CM-005433-02|CM-005433-03|CM-005433-04
JCP2022_800231,576,ADGRB2,CM-003632-01|CM-003632-02|CM-003632-03|CM-003632-04
JCP2022_800232,577,ADGRB3,CM-005434-01|CM-005434-02|CM-005434-03|CM-005434-04
JCP2022_800233,283383,ADGRD1,CM-027093-01|CM-027093-02|CM-027093-03|CM-027093-04
JCP2022_800234,2015,ADGRE1,CM-005487-01|CM-005487-02|CM-005487-03|CM-005487-04
JCP2022_800235,30817,ADGRE2,CM-005488-01|CM-005488-02|CM-005488-03|CM-005488-04
JCP2022_800236,84658,ADGRE3,CM-005489-01|CM-005489-02|CM-005489-03|CM-005489-04
JCP2022_800237,976,ADGRE5,CM-003638-01|CM-003638-02|CM-003638-03|CM-003638-04
JCP2022_800238,266977,ADGRF1,CM-005531-01|CM-005531-02|CM-005531-03|CM-005531-04
JCP2022_800239,222611,ADGRF2,CM-005532-01|CM-005532-02|CM-005532-03|CM-005532-04
JCP2022_800240,165082,ADGRF3,CM-005534-01|CM-005534-02|CM-005534-03|CM-005534-04
JCP2022_800241,221393,ADGRF4,CM-005536-01|CM-005536-02|CM-005536-03|CM-005536-04
JCP2022_800242,221395,ADGRF5,CM-005537-01|CM-005537-02|CM-005537-03|CM-005537-04
JCP2022_800243,9289,ADGRG1,CM-004552-01|CM-004552-02|CM-004552-03|CM-004552-04
JCP2022_800244,10149,ADGRG2,CM-003812-01|CM-003812-02|CM-003812-03|CM-003812-04
JCP2022_800245,222487,ADGRG3,CM-005609-01|CM-005609-02|CM-005609-03|CM-005609-04
JCP2022_800246,139378,ADGRG4,CM-005533-01|CM-005533-02|CM-005533-03|CM-005533-04
JCP2022_800247,221188,ADGRG5,CM-005535-01|CM-005535-02|CM-005535-03|CM-005535-04
JCP2022_800248,57211,ADGRG6,CM-005541-01|CM-005541-02|CM-005541-03|CM-005541-04
JCP2022_800249,84873,ADGRG7,CM-005543-01|CM-005543-02|CM-005543-03|CM-005543-04
JCP2022_800250,22859,ADGRL1,CM-005650-01|CM-005650-02|CM-005650-03|CM-005650-04
JCP2022_800251,23266,ADGRL2,CM-005651-01|CM-005651-02|CM-005651-03|CM-005651-04
JCP2022_800252,23284,ADGRL3,CM-005652-01|CM-005652-02|CM-005652-03|CM-005652-04
JCP2022_800253,64123,ADGRL4,CM-021612-01|CM-021612-02|CM-021612-03|CM-021612-04
JCP2022_800254,84059,ADGRV1,CM-005656-01|CM-005656-02|CM-005656-03|CM-005656-04
JCP2022_800255,124,ADH1A,CM-006520-01|CM-006520-02|CM-006520-03|CM-006520-04
JCP2022_800256,125,ADH1B,CM-008112-01|CM-008112-02|CM-008112-03|CM-008112-04
JCP2022_800257,126,ADH1C,CM-006521-01|CM-006521-02|CM-006521-03|CM-006521-04
JCP2022_800258,127,ADH4,CM-008113-01|CM-008113-02|CM-008113-03|CM-008113-04
JCP2022_800259,128,ADH5,CM-008114-01|CM-008114-02|CM-008114-03|CM-008114-04
JCP2022_800260,130,ADH6,CM-008939-01|CM-008939-02|CM-008939-03|CM-008939-04
JCP2022_800261,131,ADH7,CM-008115-01|CM-008115-02|CM-008115-03|CM-008115-04
JCP2022_800262,137872,ADHFE1,CM-008453-01|CM-008453-02|CM-008453-03|CM-008453-04
JCP2022_800263,55256,ADI1,CM-020394-01|CM-020394-02|CM-020394-03|CM-020394-04
JCP2022_800264,132,ADK,CM-004733-01|CM-004733-02|CM-004733-03|CM-004733-04
JCP2022_800265,79924,ADM2,CM-014490-01|CM-014490-02|CM-014490-03|CM-014490-04
JCP2022_800266,23394,ADNP,CM-012857-01|CM-012857-02|CM-012857-03|CM-012857-04
JCP2022_800267,134,ADORA1,CM-005415-01|CM-005415-02|CM-005415-03|CM-005415-04
JCP2022_800268,135,ADORA2A,CM-005416-01|CM-005416-02|CM-005416-03|CM-005416-04
JCP2022_800269,136,ADORA2B,CM-005417-01|CM-005417-02|CM-005417-03|CM-005417-04
JCP2022_800270,140,ADORA3,CM-005418-01|CM-005418-02|CM-005418-03|CM-005418-04
JCP2022_800271,83440,ADPGK,CM-006809-01|CM-006809-02|CM-006809-03|CM-006809-04
JCP2022_800272,141,ADPRH,CM-008412-01|CM-008412-02|CM-008412-03|CM-008412-04
JCP2022_800273,113622,ADPRHL1,CM-008526-01|CM-008526-02|CM-008526-03|CM-008526-04
JCP2022_800274,54936,ADPRHL2,CM-020822-01|CM-020822-02|CM-020822-03|CM-020822-04
JCP2022_800275,148,ADRA1A,CM-005419-01|CM-005419-02|CM-005419-03|CM-005419-04
